-------------------------------------------------------------------------------
2 vs 1 Variant. treshold = 100
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
1000000,459.904,313.604
1100000,729.166,385.36
1200000,760.656,369.128
1300000,681.69,444.004
1400000,704.704,426.406
1500000,728.107,451.809
1600000,795.676,458.518
1700000,864.766,568.827
1800000,881.121,544.547
1900000,922.01,581.918
2000000,993.396,695.949
2100000,1001.6,606.184
2200000,1071.35,694.188
2300000,1222.22,702.037
2400000,1193.3,724.732
2500000,1212.87,825.92
2600000,1491.25,809.557
2700000,1339.86,807.742
2800000,1475.85,861.956
2900000,1445.62,899.44
3000000,1689.18,931.462
3100000,1554.93,1029.09
3200000,1681.98,977.637
3300000,1706.92,1266.24
3400000,1764.39,1047.34
3500000,1911.13,1087.38
3600000,1817.24,1177.1
3700000,1833.08,1143.55
3800000,2041.96,1175.71
3900000,1973.91,1176.1
4000000,2039,1223.63
4100000,2165.16,1264.47
4200000,2106.8,1416.36
4300000,2156.63,1309.15
4400000,2318.53,1386.3
4500000,2401.09,1435.97
4600000,2285.82,1536.85
4700000,2376.62,1549.82
4800000,2423.65,1516.53
4900000,2594.79,1523.88
5000000,2801.91,1585.15
5100000,2669.65,1599.09
5200000,2734.22,1654.24
5300000,2756.07,1686.81
5400000,2759.53,1857.23
5500000,2771.52,1891.02
5600000,2862.24,1888.75
5700000,2886.46,1891.09
5800000,2954.47,1954.54
5900000,3006.21,1976.25
6000000,3115,1983.67
6100000,3241.65,1925.73
6200000,3253.71,1957.3
6300000,3297.86,2077.17
6400000,3383.22,2041.51
6500000,3389.19,2030.45
6600000,3442.55,2074.3
6700000,3592.68,2131.75
6800000,3585.35,2157.84
6900000,3776.24,2187.22
7000000,3720.29,2220.24
7100000,3752.14,2334.31
7200000,3764,2265.88
7300000,3805.08,2282.9
7400000,3864.66,2329.81
7500000,3870.69,2376.21
7600000,3942.25,2397.17
7700000,4006.78,2421.8
7800000,4089.37,2489.46
7900000,4048.69,2486.43
8000000,4158.4,2510.29
8100000,4200.66,2565.07
8200000,4260.42,2580.68
8300000,4229.29,2617.02
8400000,4329.98,2642.4
8500000,4388.68,2692.26
8600000,4408.05,2734.33
8700000,4630.65,2748.18
8800000,4568.16,2875.67
8900000,4763.15,2822.76
9000000,4652.36,2857.85
9100000,4691.17,2863.34
9200000,4728.07,2892.48
9300000,4895.28,2928.91
9400000,4828.6,2958.84
9500000,4916.18,3022.59
9600000,5032.25,3039
9700000,4993.44,3061.44
9800000,5060.24,3093.19
9900000,5259.48,3167.76
10000000,5200.48,3379.24
