0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 366 367 368 369 370 371 372 373 374 375 376 377 378 379 380 381 382 383 384 385 386 387 388 389 390 391 392 393 394 395 396 397 398 399 400 401 402 403 404 405 406 407 408 409 410 411 412 413 414 415 416 417 418 419 420 421 422 423 424 425 426 427 428 429 430 431 432 433 434 435 436 437 438 439 440 441 442 443 444 445 446 447 448 449 450 451 452 453 454 455 456 457 458 459 460 461 462 463 464 465 466 467 468 469 470 471 472 473 474 475 476 477 478 479 480 481 482 483 484 485 486 487 488 489 490 491 492 493 494 495 496 497 498 499 
10 11 12 13 14 15 16 17 0 -0.958924 -0.544021 0.650288 0.912945 -0.132352 -0.988032 -0.428183 0.745113 0.850904 -0.262375 -0.999755 -0.304811 0.826829 0.773891 -0.387782 -0.993889 -0.176076 0.893997 0.683262 -0.506366 -0.970535 -0.0442427 0.945435 0.580611 -0.61604 -0.930106 0.0883687 0.98024 0.467745 -0.714876 -0.873312 0.219425 0.997797 0.346649 -0.801135 -0.801153 0.346621 0.997799 0.219455 -0.873297 -0.714898 0.467719 0.980246 0.0883987 -0.930095 -0.616064 0.580587 0.945445 -0.0442126 -0.970528 -0.506392 0.68324 0.89401 -0.176046 -0.993885 -0.387809 0.773872 0.826846 -0.304782 -0.999756 -0.262404 0.850888 0.745133 -0.428155 -0.988036 -0.132382 0.912933 0.650311 -0.543996 -0.958933 -3.01444e-05 0.958916 0.544046 -0.650265 -0.912958 0.132322 0.988027 0.42821 -0.745093 -0.850919 0.262346 0.999755 0.304839 -0.826812 -0.77391 0.387754 0.993892 0.176105 -0.893983 -0.683284 0.50634 0.970543 0.0442728 -0.945426 -0.580636 0.616017 0.930117 -0.0883387 -0.980234 -0.467772 0.714855 0.873327 -0.219396 -0.997795 -0.346678 0.801117 0.801171 -0.346593 -0.997801 -0.219484 0.873283 0.714919 -0.467692 -0.980252 -0.0884287 0.930084 0.616088 -0.580562 -0.945455 0.0441824 0.970521 0.506418 -0.683218 -0.894024 0.176016 0.993882 0.387837 -0.773852 -0.826863 0.304753 0.999757 0.262433 -0.850872 -0.745153 0.428128 0.988041 0.132412 -0.912921 -0.650334 0.543971 0.958941 6.02887e-05 -0.958907 -0.544072 0.650242 0.91297 -0.132292 -0.988022 -0.428237 0.745073 0.850935 -0.262317 -0.999754 -0.304868 0.826795 0.773929 -0.387726 -0.993895 -0.176135 0.89397 0.683306 -0.506314 -0.97055 -0.0443029 0.945416 0.58066 -0.615993 -0.930128 0.0883086 0.980228 0.467798 -0.714834 -0.873341 0.219366 0.997793 0.346706 -0.801099 -0.801189 0.346565 0.997803 0.219513 -0.873268 -0.71494 0.467665 0.980258 0.0884588 -0.930073 -0.616112 0.580538 0.945465 -0.0441523 -0.970513 -0.506444 0.683196 0.894037 -0.175987 -0.993879 -0.387865 0.773833 0.82688 -0.304724 -0.999757 -0.262462 0.850856 0.745173 -0.428101 -0.988046 -0.132441 0.912908 0.650357 -0.543945 -0.95895 -9.04331e-05 0.958899 0.544097 -0.650219 -0.912982 0.132262 0.988018 0.428264 -0.745053 -0.850951 0.262288 0.999753 0.304897 -0.826778 -0.773948 0.387698 0.993899 0.176165 -0.893956 -0.683328 0.506288 0.970557 0.044333 -0.945406 -0.580685 0.615969 0.930139 -0.0882786 -0.980222 -0.467825 0.714813 0.873356 -0.219337 -0.997791 -0.346734 0.80108 0.801207 -0.346536 -0.997805 -0.219543 0.873253 0.714961 -0.467639 -0.980264 -0.0884888 0.930062 0.616135 -0.580513 -0.945475 0.0441222 0.970506 0.50647 -0.683174 -0.894051 0.175957 0.993875 0.387893 -0.773814 -0.826896 0.304696 0.999758 0.262491 -0.85084 -0.745194 0.428074 0.98805 0.132471 -0.912896 -0.650379 0.54392 0.958958 0.000120577 -0.95889 -0.544122 0.650196 0.912994 -0.132232 -0.988013 -0.428292 0.745033 0.850967 -0.262258 -0.999752 -0.304925 0.826761 0.773967 -0.38767 -0.993902 -0.176194 0.893943 0.68335 -0.506262 -0.970564 -0.0443631 0.945396 0.580709 -0.615945 -0.93015 0.0882486 0.980216 0.467852 -0.714792 -0.873371 0.219308 0.997789 0.346763 -0.801062 -0.801225 0.346508 0.997807 0.219572 -0.873239 -0.714982 0.467612 0.980269 0.0885188 -0.930051 -0.616159 0.580488 0.945484 -0.0440921 -0.970499 -0.506496 0.683152 0.894064 -0.175927 -0.993872 -0.387921 0.773795 0.826913 -0.304667 -0.999758 -0.26252 0.850824 0.745214 -0.428046 -0.988055 -0.132501 0.912884 0.650402 -0.543895 -0.958967 -0.000150722 0.958882 0.544148 -0.650173 -0.913007 0.132202 0.988008 0.428319 -0.745013 -0.850983 0.262229 0.999752 0.304954 -0.826744 -0.773986 0.387643 0.993905 0.176224 -0.893929 -0.683372 0.506236 0.970572 0.0443933 -0.945386 -0.580734 0.615922 0.930161 -0.0882186 -0.98021 -0.467878 0.714771 0.873385 -0.219278 -0.997787 -0.346791 0.801044 0.801243 -0.34648 -0.997809 -0.219602 0.873224 0.715003 -0.467585 -0.980275 -0.0885488 0.93004 0.616183 -0.580464 -0.945494 0.044062 0.970492 0.506522 -0.68313 -0.894078 0.175898 0.993869 0.387948 -0.773776 -0.82693 0.304638 0.999759 0.262549 -0.850808 -0.745234 0.428019 0.98806 0.132531 -0.912871 -0.650425 0.543869 0.958976 0.000180866 -0.958873 -0.544173 0.65015 0.913019 -0.132172 -0.988004 -0.428346 0.744993 0.850999 -0.2622 -0.999751 -0.304983 0.826727 0.774005 -0.387615 -0.993909 -0.176254 0.893916 0.683394 -0.50621 -0.970579 -0.0444234 0.945376 0.580758 -0.615898 -0.930172 0.0881885 0.980204 0.467905 -0.71475 -0.8734 0.219249 0.997785 0.346819 -0.801026 -0.801261 0.346452 0.997811 0.219631 -0.873209 -0.715024 0.467559 0.980281 0.0885789 -0.930028 -0.616207 0.580439 0.945504 -0.0440319 -0.970484 -0.506548 0.683108 0.894091 -0.175868 -0.993865 -0.387976 0.773757 0.826947 -0.30461 -0.99976 -0.262578 0.850793 0.745254 -0.427992 -0.988064 
20 21 22 23 24 25 26 27 -0.262375 -0.999755 -0.304811 0.826829 0.773891 -0.387782 -0.993889 -0.176076 0 0.996621 -0.409118 -0.109626 -0.989118 -0.614505 0.974173 -0.841838 -0.551343 -0.896995 -0.966667 0.959271 -0.998908 -0.837423 -0.665274 -0.933008 0.967143 -0.77098 -0.970763 -0.271274 -0.572674 0.990176 -0.219414 -0.999891 0.236281 -0.0613518 0.998087 0.427607 -0.982228 0.71935 0.419405 0.940795 0.8899 -0.96199 0.986834 0.760498 0.760557 0.986857 -0.961987 0.889967 0.94077 0.4195 0.719443 -0.982223 0.427742 0.998084 -0.0612333 0.2364 -0.99989 -0.219267 0.990181 -0.572568 -0.271168 -0.97078 -0.770885 0.967147 -0.932958 -0.665203 -0.837469 -0.998901 0.95927 -0.966704 -0.89696 -0.551427 -0.841911 0.974167 -0.614623 -0.989109 -0.10974 -0.409233 0.996617 -0.000150722 -0.996624 0.409002 0.109512 0.989127 0.614387 -0.974178 0.841764 0.551259 0.89703 0.966629 -0.959272 0.998914 0.837376 0.665345 0.933058 -0.967139 0.771074 0.970747 0.271379 0.572781 -0.990171 0.219561 0.999891 -0.236162 0.0614703 -0.998091 -0.427471 0.982234 -0.719258 -0.419309 -0.94082 -0.889833 0.961993 -0.986811 -0.76044 -0.760616 -0.98688 0.961985 -0.890034 -0.940745 -0.419596 -0.719536 0.982217 -0.427878 -0.99808 0.0611148 -0.23652 0.999889 0.21912 -0.990186 0.572461 0.271062 0.970796 0.770791 -0.967152 0.932908 0.665131 0.837515 0.998894 -0.959269 0.966741 0.896925 0.551511 0.841985 -0.974162 0.614741 0.9891 0.109853 0.409349 -0.996614 0.000301444 0.996628 -0.408887 -0.109398 -0.989136 -0.61427 0.974183 -0.841691 -0.551175 -0.897065 -0.966592 0.959273 -0.998921 -0.83733 -0.665417 -0.933108 0.967135 -0.771169 -0.970731 -0.271485 -0.572887 0.990166 -0.219707 -0.999892 0.236043 -0.0615888 0.998094 0.427335 -0.98224 0.719165 0.419213 0.940845 0.889766 -0.961996 0.986788 0.760381 0.760674 0.986902 -0.961982 0.890101 0.94072 0.419692 0.719628 -0.982212 0.428014 0.998077 -0.0609963 0.236639 -0.999888 -0.218973 0.990191 -0.572355 -0.270956 -0.970812 -0.770696 0.967156 -0.932858 -0.66506 -0.837562 -0.998888 0.959268 -0.966778 -0.89689 -0.551595 -0.842058 0.974157 -0.614859 -0.98909 -0.109967 -0.409464 0.99661 -0.000452165 -0.996631 0.408772 0.109284 0.989145 0.614152 -0.974188 0.841617 0.551091 0.8971 0.966555 -0.959274 0.998928 0.837284 0.665488 0.933158 -0.96713 0.771263 0.970715 0.271591 0.572994 -0.990161 0.219854 0.999893 -0.235923 0.0617073 -0.998098 -0.427199 0.982245 -0.719073 -0.419118 -0.940869 -0.889699 0.961998 -0.986765 -0.760323 -0.760733 -0.986925 0.961979 -0.890168 -0.940695 -0.419787 -0.719721 0.982206 -0.428149 -0.998074 0.0608778 -0.236758 0.999888 0.218826 -0.990196 0.572248 0.27085 0.970828 0.770602 -0.96716 0.932808 0.664989 0.837608 0.998881 -0.959267 0.966815 0.896855 0.551678 0.842132 -0.974152 0.614977 0.989081 0.110081 0.409579 -0.996607 0.000602887 0.996635 -0.408656 -0.10917 -0.989154 -0.614034 0.974194 -0.841544 -0.551007 -0.897135 -0.966517 0.959275 -0.998934 -0.837237 -0.665559 -0.933208 0.967126 -0.771358 -0.970698 -0.271697 -0.573101 0.990156 -0.220001 -0.999894 0.235804 -0.0618258 0.998101 0.427064 -0.982251 0.71898 0.419022 0.940894 0.889632 -0.962001 0.986742 0.760264 0.760791 0.986948 -0.961977 0.890235 0.94067 0.419883 0.719813 -0.9822 0.428285 0.99807 -0.0607593 0.236877 -0.999887 -0.218679 0.990201 -0.572142 -0.270744 -0.970844 -0.770507 0.967164 -0.932758 -0.664918 -0.837654 -0.998874 0.959266 -0.966852 -0.89682 -0.551762 -0.842205 0.974146 -0.615094 -0.989072 -0.110195 -0.409695 0.996603 -0.000753609 -0.996638 0.408541 0.109057 0.989163 0.613916 -0.974199 0.84147 0.550924 0.89717 0.96648 -0.959276 0.998941 0.837191 0.66563 0.933258 -0.967122 0.771452 0.970682 0.271803 0.573207 -0.99015 0.220148 0.999894 -0.235685 0.0619443 -0.998104 -0.426928 0.982256 -0.718888 -0.418926 -0.940919 -0.889565 0.962004 -0.986719 -0.760205 -0.76085 -0.986971 0.961974 -0.890302 -0.940645 -0.419979 -0.719906 0.982195 -0.428421 -0.998067 0.0606408 -0.236996 0.999886 0.218532 -0.990206 0.572035 0.270638 0.970861 0.770412 -0.967168 0.932708 0.664846 0.837701 0.998867 -0.959265 0.96689 0.896785 0.551846 0.842279 -0.974141 0.615212 0.989063 0.110309 0.40981 -0.9966 0.00090433 0.996642 -0.408425 -0.108943 -0.989172 -0.613798 0.974204 -0.841396 -0.55084 -0.897205 -0.966443 0.959276 -0.998948 -0.837145 -0.665701 -0.933308 0.967118 -0.771546 -0.970666 -0.271909 -0.573314 0.990145 -0.220295 -0.999895 0.235566 -0.0620629 0.998108 0.426792 -0.982262 0.718795 0.418831 0.940944 0.889497 -0.962007 0.986696 0.760147 0.760908 0.986993 -0.961971 0.890369 0.94062 0.420074 0.719998 -0.982189 0.428556 0.998063 -0.0605223 0.237116 -0.999886 -0.218385 0.990211 -0.571928 -0.270532 -0.970877 -0.770318 0.967173 -0.932658 -0.664775 
30 31 32 33 34 35 36 37 -0.506366 -0.970535 -0.0442427 0.945435 0.580611 -0.61604 -0.930106 0.0883687 -0.966667 0.959271 -0.998908 -0.837423 -0.665274 -0.933008 0.967143 -0.77098 0 -0.96358 -0.889387 -0.521091 0.972932 -0.0690112 -0.987469 0.876044 -0.375446 0.974253 0.992695 -0.996477 0.960459 0.865186 0.183728 0.998879 -0.992405 0.654337 0.990016 -0.977098 -0.274645 -0.971696 -0.889874 0.959079 0.92514 -0.301971 -0.961593 0.843389 0.980314 -0.439606 0.864708 -0.999965 -0.965643 0.995245 -0.975507 -0.613827 -0.614058 -0.975482 0.995246 -0.965731 -0.999964 0.864468 -0.440021 0.980319 0.843024 -0.961598 -0.301406 0.925367 0.95908 -0.889538 -0.97169 -0.275158 -0.976985 0.990004 0.65398 -0.992402 0.998867 0.183377 0.865302 0.960468 -0.996477 0.992673 0.974214 -0.375057 0.876221 -0.987473 -0.0684234 0.972943 -0.521577 -0.889123 -0.963585 -0.000753609 0.963575 0.889651 0.520605 -0.972922 0.0695992 0.987465 -0.875867 0.375834 -0.974293 -0.992718 0.996477 -0.96045 -0.86507 -0.184078 -0.998891 0.992408 -0.654695 -0.990027 0.977211 0.274133 0.971702 0.890208 -0.959078 -0.924914 0.302535 0.961588 -0.843753 -0.980308 0.43919 -0.864948 0.999966 0.965556 -0.995243 0.975533 0.613596 0.614289 0.975457 -0.995247 0.965818 0.999962 -0.864227 0.440437 -0.980325 -0.842659 0.961603 0.300841 -0.925592 -0.959081 0.889202 0.971684 0.27567 0.976872 -0.989993 -0.653622 0.9924 -0.998856 -0.183027 -0.865418 -0.960478 0.996478 -0.99265 -0.974174 0.374668 -0.876398 0.987478 0.0678355 -0.972953 0.522062 0.888859 0.963589 0.00150722 -0.963571 -0.889914 -0.520119 0.972911 -0.0701871 -0.987461 0.875689 -0.376223 0.974332 0.99274 -0.996476 0.960441 0.864954 0.184428 0.998903 -0.99241 0.655051 0.990039 -0.977323 -0.273621 -0.971708 -0.890543 0.959077 0.924687 -0.3031 -0.961584 0.844117 0.980302 -0.438774 0.865188 -0.999967 -0.965469 0.995242 -0.975558 -0.613365 -0.61452 -0.975432 0.995249 -0.965904 -0.999961 0.863987 -0.440852 0.98033 0.842294 -0.961607 -0.300276 0.925818 0.959082 -0.888866 -0.971678 -0.276182 -0.976759 0.989981 0.653265 -0.992397 0.998844 0.182677 0.865534 0.960487 -0.996478 0.992628 0.974135 -0.37428 0.876575 -0.987482 -0.0672478 0.972963 -0.522547 -0.888595 -0.963594 -0.00226082 0.963566 0.890177 0.519633 -0.972901 0.0707751 0.987457 -0.875512 0.376612 -0.974371 -0.992763 0.996476 -0.960431 -0.864837 -0.184778 -0.998915 0.992413 -0.655408 -0.99005 0.977435 0.273108 0.971714 0.890877 -0.959076 -0.92446 0.303665 0.961579 -0.844481 -0.980297 0.438358 -0.865428 0.999968 0.965381 -0.995241 0.975583 0.613133 0.614751 0.975407 -0.99525 0.965991 0.99996 -0.863746 0.441267 -0.980336 -0.841928 0.961612 0.29971 -0.926043 -0.959083 0.888529 0.971672 0.276694 0.976645 -0.98997 -0.652907 0.992395 -0.998832 -0.182326 -0.86565 -0.960497 0.996479 -0.992605 -0.974095 0.373891 -0.876752 0.987486 0.06666 -0.972974 0.523032 0.88833 0.963599 0.00301443 -0.963561 -0.89044 -0.519147 0.97289 -0.0713632 -0.987453 0.875334 -0.377 0.974411 0.992785 -0.996475 0.960422 0.864721 0.185128 0.998926 -0.992415 0.655765 0.990061 -0.977547 -0.272596 -0.97172 -0.89121 0.959075 0.924232 -0.304229 -0.961574 0.844844 0.980291 -0.437942 0.865668 -0.999969 -0.965294 0.995239 -0.975608 -0.612902 -0.614982 -0.975382 0.995251 -0.966078 -0.999959 0.863505 -0.441682 0.980341 0.841561 -0.961617 -0.299145 0.926268 0.959084 -0.888192 -0.971666 -0.277206 -0.976531 0.989959 0.652548 -0.992392 0.998819 0.181976 0.865766 0.960506 -0.996479 0.992583 0.974055 -0.373502 0.876928 -0.98749 -0.0660724 0.972984 -0.523517 -0.888065 -0.963603 -0.00376803 0.963556 0.890703 0.51866 -0.97288 0.0719513 0.987449 -0.875156 0.377389 -0.97445 -0.992807 0.996475 -0.960413 -0.864604 -0.185478 -0.998938 0.992418 -0.656121 -0.990073 0.977658 0.272084 0.971726 0.891543 -0.959074 -0.924005 0.304794 0.96157 -0.845207 -0.980286 0.437526 -0.865907 0.99997 0.965206 -0.995238 0.975633 0.61267 0.615213 0.975357 -0.995253 0.966164 0.999958 -0.863263 0.442097 -0.980347 -0.841195 0.961621 0.29858 -0.926492 -0.959085 0.887854 0.97166 0.277718 0.976417 -0.989947 -0.65219 0.992389 -0.998807 -0.181625 -0.865882 -0.960516 0.996479 -0.99256 -0.974016 0.373113 -0.877105 0.987494 0.0654847 -0.972995 0.524002 0.8878 0.963608 0.00452164 -0.963552 -0.890965 -0.518174 0.972869 -0.0725395 -0.987444 0.874978 -0.377777 0.974489 0.99283 -0.996475 0.960404 0.864488 0.185828 0.998949 -0.992421 0.656477 0.990084 -0.977769 -0.271571 -0.971732 -0.891875 0.959073 0.923776 -0.305358 -0.961565 0.84557 0.98028 -0.43711 0.866147 -0.999971 -0.965118 0.995237 -0.975658 -0.612438 -0.615443 -0.975332 0.995254 -0.96625 -0.999957 0.863022 -0.442511 0.980352 0.840828 -0.961626 -0.298014 0.926717 0.959086 -0.887516 
40 41 42 43 44 45 46 47 -0.714876 -0.873312 0.219425 0.997797 0.346649 -0.801135 -0.801153 0.346621 -0.572674 0.990176 -0.219414 -0.999891 0.236281 -0.0613518 0.998087 0.427607 0.992695 -0.996477 0.960459 0.865186 0.183728 0.998879 -0.992405 0.654337 0 0.994439 0.964974 -0.510819 -0.988429 -0.33825 0.974804 -0.945337 -0.953416 -0.987406 -0.968643 0.963772 -0.995961 -0.92625 0.794776 -0.960499 0.969002 -0.129727 -0.971885 0.985055 -0.980546 0.989348 0.965609 -0.996557 -0.996245 -0.998144 0.995436 -0.879758 -0.982159 -0.809655 -0.925346 0.958974 0.993299 -0.965397 0.986394 -0.0723938 -0.071241 0.986415 -0.965395 0.993249 0.958976 -0.92489 -0.808434 -0.982154 -0.878889 0.995434 -0.997968 -0.996342 -0.996556 0.965172 0.989352 -0.981046 0.985152 -0.971898 -0.127955 0.969006 -0.960515 0.793712 -0.926469 -0.995957 0.963771 -0.968671 -0.987437 -0.954 -0.945626 0.974799 -0.335482 -0.988421 -0.50873 0.964627 0.994436 -0.00376803 -0.994441 -0.965319 0.512905 0.988437 0.341014 -0.974808 0.945048 0.952828 0.987374 0.968615 -0.963772 0.995965 0.926031 -0.795838 0.960482 -0.968999 0.131498 0.971871 -0.984958 0.98004 -0.989343 -0.966043 0.996557 0.996146 0.998312 -0.995438 0.880622 0.982164 0.810873 0.925801 -0.958973 -0.99335 0.965399 -0.986373 0.073547 0.0700886 -0.986435 0.965394 -0.993198 -0.958977 0.924432 0.807209 0.982149 0.878017 -0.995432 0.997784 0.996438 0.996556 -0.964731 -0.989357 0.981539 -0.985249 0.971911 0.126182 -0.969009 0.960532 -0.792645 0.926687 0.995953 -0.963771 0.968699 0.987468 0.954581 0.945913 -0.974794 0.332712 0.988413 0.506639 -0.964278 -0.994434 0.00753601 0.994444 0.965662 -0.51499 -0.988445 -0.343777 0.974813 -0.944757 -0.952236 -0.987343 -0.968587 0.963773 -0.995969 -0.925811 0.796896 -0.960466 0.968996 -0.133267 -0.971858 0.984861 -0.979528 0.989339 0.966473 -0.996558 -0.996046 -0.998472 0.99544 -0.881483 -0.982169 -0.812088 -0.926254 0.958972 0.9934 -0.965401 0.986353 -0.0747004 -0.0689364 0.986456 -0.965392 0.993148 0.958979 -0.923972 -0.805982 -0.982143 -0.877141 0.995429 -0.997592 -0.996533 -0.996556 0.964287 0.989361 -0.982026 0.985346 -0.971925 -0.124407 0.969012 -0.960548 0.791575 -0.926905 -0.995948 0.96377 -0.968727 -0.987499 -0.955158 -0.9462 0.97479 -0.329939 -0.988405 -0.504546 0.963927 0.994432 -0.0113039 -0.994446 -0.966003 0.517072 0.988453 0.346536 -0.974817 0.944466 0.951641 0.987312 0.968559 -0.963774 0.995974 0.925591 -0.797953 0.96045 -0.968993 0.135034 0.971844 -0.984764 0.979009 -0.989335 -0.966901 0.996558 0.995945 0.998624 -0.995443 0.882341 0.982175 0.813299 0.926705 -0.95897 -0.99345 0.965402 -0.986332 0.0758542 0.0677846 -0.986477 0.96539 -0.993097 -0.958981 0.923511 0.804752 0.982138 0.876261 -0.995427 0.997392 0.996626 0.996555 -0.96384 -0.989365 0.982506 -0.985443 0.971938 0.122631 -0.969015 0.960565 -0.790503 0.927122 0.995944 -0.96377 0.968755 0.98753 0.955732 0.946485 -0.974785 0.327163 0.988397 0.50245 -0.963574 -0.994429 0.0150716 0.994449 0.966342 -0.519152 -0.988461 -0.349293 0.974822 -0.944173 -0.951043 -0.987281 -0.968531 0.963774 -0.995978 -0.925371 0.799006 -0.960434 0.96899 -0.136801 -0.971831 0.984667 -0.978484 0.98933 0.967325 -0.996559 -0.995842 -0.998768 0.995445 -0.883194 -0.98218 -0.814508 -0.927155 0.958969 0.9935 -0.965404 0.986311 -0.0770084 -0.0666332 0.986497 -0.965389 0.993046 0.958982 -0.923048 -0.803519 -0.982133 -0.875377 0.995425 -0.997184 -0.996717 -0.996555 0.963389 0.98937 -0.982979 0.98554 -0.971952 -0.120853 0.969019 -0.960582 0.789429 -0.927339 -0.99594 0.963769 -0.968783 -0.987561 -0.956302 -0.94677 0.974781 -0.324385 -0.988389 -0.500353 0.963218 0.994427 -0.0188391 -0.994451 -0.966678 0.521229 0.988469 0.352046 -0.974827 0.94388 0.95044 0.987249 0.968504 -0.963775 0.995982 0.92515 -0.800057 0.960417 -0.968986 0.138565 0.971817 -0.984569 0.977952 -0.989326 -0.967745 0.996559 0.995737 0.998904 -0.995447 0.884044 0.982185 0.815714 0.927603 -0.958967 -0.99355 0.965406 -0.98629 0.0781628 0.0654821 -0.986518 0.965387 -0.992995 -0.958984 0.922583 0.802282 0.982128 0.874489 -0.995423 0.996968 0.996808 0.996554 -0.962935 -0.989374 0.983446 -0.985636 0.971965 0.119074 -0.969022 0.960599 -0.788351 0.927555 0.995936 -0.963769 0.968811 0.987593 0.956869 0.947053 -0.974776 0.321605 0.988381 0.498253 -0.962861 -0.994424 0.0226063 0.994454 0.967013 -0.523305 -0.988477 -0.354797 0.974831 -0.943585 -0.949835 -0.987218 -0.968476 0.963775 -0.995986 -0.924928 0.801106 -0.960401 0.968983 -0.140328 -0.971804 0.984472 -0.977414 0.989322 0.968163 -0.996559 -0.995631 -0.999032 0.995449 -0.88489 -0.98219 -0.816916 -0.928049 0.958966 0.9936 -0.965408 0.98627 -0.0793176 -0.0643313 0.986538 -0.965385 0.992944 0.958985 -0.922117 
